"Labor force data by county, not seasonally adjusted, February 2020-March 2021(p)",,,,,,,,
--------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,
                 ,  FIPS Codes  ,                                          ,           ,  Civilian  ,            ,     Unemployed,,
 CN1000300000000 ,10,3," New Castle County, DE                    ",   Mar-20  ,"299,400","284,645","14,755",4.9
 CN1000500000000 ,10,5," Sussex County, DE                        ",   Mar-20  ,"103,196","97,290","5,906",5.7
 CN1100100000000 ,11,1, District of Columbia                     ,   Mar-20  ,"420,428","397,484","22,944",5.5
 CN1200100000000 ,12,1," Alachua County, FL                       ",   Mar-20  ,"142,645","136,097","6,548",4.6
 CN1200300000000 ,12,3," Baker County, FL                         ",   Mar-20  ,"12,242","11,659",583,4.8
 CN1200500000000 ,12,5," Bay County, FL                           ",   Mar-20  ,"85,997","81,748","4,249",4.9
 CN1200700000000 ,12,7," Bradford County, FL                      ",   Mar-20  ,"11,287","10,559",728,6.4
 CN1200900000000 ,12,9," Brevard County, FL                       ",   Mar-20  ,"290,746","275,523","15,223",5.2
 CN1201100000000 ,12,11," Broward County, FL                       ",   Mar-20  ,"1,068,549","1,005,407","63,142",5.9
 CN1201300000000 ,12,13," Calhoun County, FL                       ",   Mar-20  ,"4,950","4,668",282,5.7
 CN1201500000000 ,12,15," Charlotte County, FL                     ",   Mar-20  ,"74,827","70,503","4,324",5.8
 CN1201700000000 ,12,17," Citrus County, FL                        ",   Mar-20  ,"48,742","44,934","3,808",7.8
 CN1201900000000 ,12,19," Clay County, FL                          ",   Mar-20  ,"109,715","104,317","5,398",4.9
 CN1202100000000 ,12,21," Collier County, FL                       ",   Mar-20  ,"189,817","180,585","9,232",4.9
 CN1202300000000 ,12,23," Columbia County, FL                      ",   Mar-20  ,"30,467","28,853","1,614",5.3
 CN1202700000000 ,12,27," DeSoto County, FL                        ",   Mar-20  ,"15,441","14,547",894,5.8
 CN1202900000000 ,12,29," Dixie County, FL                         ",   Mar-20  ,"6,043","5,680",363,6
 CN1203100000000 ,12,31," Duval County, FL                         ",   Mar-20  ,"499,889","472,332","27,557",5.5
 CN1203300000000 ,12,33," Escambia County, FL                      ",   Mar-20  ,"149,662","141,602","8,060",5.4
 CN1203500000000 ,12,35," Flagler County, FL                       ",   Mar-20  ,"49,165","46,170","2,995",6.1
 CN1203700000000 ,12,37," Franklin County, FL                      ",   Mar-20  ,"4,860","4,628",232,4.8
 CN1203900000000 ,12,39," Gadsden County, FL                       ",   Mar-20  ,"19,221","17,924","1,297",6.7
 CN1204100000000 ,12,41," Gilchrist County, FL                     ",   Mar-20  ,"7,517","7,122",395,5.3
 CN1204300000000 ,12,43," Glades County, FL                        ",   Mar-20  ,"5,582","5,248",334,6
 CN1204500000000 ,12,45," Gulf County, FL                          ",   Mar-20  ,"5,268","4,969",299,5.7
 CN1204700000000 ,12,47," Hamilton County, FL                      ",   Mar-20  ,"4,317","4,012",305,7.1
 CN1204900000000 ,12,49," Hardee County, FL                        ",   Mar-20  ,"8,888","8,252",636,7.2
 CN1205100000000 ,12,51," Hendry County, FL                        ",   Mar-20  ,"16,654","15,310","1,344",8.1
 CN1205300000000 ,12,53," Hernando County, FL                      ",   Mar-20  ,"74,796","69,514","5,282",7.1
 CN1205500000000 ,12,55," Highlands County, FL                     ",   Mar-20  ,"36,748","33,982","2,766",7.5
 CN1205700000000 ,12,57," Hillsborough County, FL                  ",   Mar-20  ,"783,833","741,375","42,458",5.4
 CN1205900000000 ,12,59," Holmes County, FL                        ",   Mar-20  ,"7,100","6,691",409,5.8
 CN1206100000000 ,12,61," Indian River County, FL                  ",   Mar-20  ,"68,049","63,945","4,104",6
 CN1206300000000 ,12,63," Jackson County, FL                       ",   Mar-20  ,"17,655","16,706",949,5.4
 CN1206500000000 ,12,65," Jefferson County, FL                     ",   Mar-20  ,"5,632","5,324",308,5.5
 CN1206700000000 ,12,67," Lafayette County, FL                     ",   Mar-20  ,"2,902","2,768",134,4.6
 CN1206900000000 ,12,69," Lake County, FL                          ",   Mar-20  ,"166,285","157,299","8,986",5.4
 CN1207100000000 ,12,71," Lee County, FL                           ",   Mar-20  ,"364,016","345,186","18,830",5.2
 CN1207300000000 ,12,73," Leon County, FL                          ",   Mar-20  ,"157,989","150,095","7,894",5
 CN1207500000000 ,12,75," Levy County, FL                          ",   Mar-20  ,"17,131","16,124","1,007",5.9
 CN1207700000000 ,12,77," Liberty County, FL                       ",   Mar-20  ,"2,755","2,604",151,5.5
 CN1207900000000 ,12,79," Madison County, FL                       ",   Mar-20  ,"7,777","7,333",444,5.7
 CN1208100000000 ,12,81," Manatee County, FL                       ",   Mar-20  ,"186,126","176,406","9,720",5.2
 CN1208300000000 ,12,83," Marion County, FL                        ",   Mar-20  ,"143,537","134,583","8,954",6.2
 CN1208500000000 ,12,85," Martin County, FL                        ",   Mar-20  ,"75,878","72,134","3,744",4.9
 CN1208600000000 ,12,86," Miami-Dade County, FL                    ",   Mar-20  ,"1,331,833","1,302,669","29,164",2.2
 CN1208700000000 ,12,87," Monroe County, FL                        ",   Mar-20  ,"48,644","47,001","1,643",3.4
 CN1208900000000 ,12,89," Nassau County, FL                        ",   Mar-20  ,"42,754","40,705","2,049",4.8
 CN1209100000000 ,12,91," Okaloosa County, FL                      ",   Mar-20  ,"98,873","94,531","4,342",4.4
 CN1209300000000 ,12,93," Okeechobee County, FL                    ",   Mar-20  ,"18,068","17,139",929,5.1
 CN1209500000000 ,12,95," Orange County, FL                        ",   Mar-20  ,"778,591","739,468","39,123",5
 CN1209700000000 ,12,97," Osceola County, FL                       ",   Mar-20  ,"190,744","180,064","10,680",5.6
 CN1209900000000 ,12,99," Palm Beach County, FL                    ",   Mar-20  ,"759,487","718,463","41,024",5.4
 CN1210100000000 ,12,101," Pasco County, FL                         ",   Mar-20  ,"248,049","233,697","14,352",5.8
 CN1210300000000 ,12,103," Pinellas County, FL                      ",   Mar-20  ,"501,479","475,643","25,836",5.2
 CN1210500000000 ,12,105," Polk County, FL                          ",   Mar-20  ,"320,814","301,743","19,071",5.9
 CN1210700000000 ,12,107," Putnam County, FL                        ",   Mar-20  ,"27,314","25,184","2,130",7.8
 CN1210900000000 ,12,109," St. Johns County, FL                     ",   Mar-20  ,"138,716","132,717","5,999",4.3
 CN1211100000000 ,12,111," St. Lucie County, FL                     ",   Mar-20  ,"152,618","142,765","9,853",6.5
 CN1211300000000 ,12,113," Santa Rosa County, FL                    ",   Mar-20  ,"86,163","82,123","4,040",4.7
 CN1211500000000 ,12,115," Sarasota County, FL                      ",   Mar-20  ,"194,127","184,326","9,801",5
 CN1211700000000 ,12,117," Seminole County, FL                      ",   Mar-20  ,"260,066","247,392","12,674",4.9
 CN1211900000000 ,12,119," Sumter County, FL                        ",   Mar-20  ,"34,598","32,009","2,589",7.5
 CN1212100000000 ,12,121," Suwannee County, FL                      ",   Mar-20  ,"18,424","17,408","1,016",5.5
 CN1212300000000 ,12,123," Taylor County, FL                        ",   Mar-20  ,"8,426","7,967",459,5.4
 CN1212500000000 ,12,125," Union County, FL                         ",   Mar-20  ,"4,720","4,505",215,4.6
 CN1212700000000 ,12,127," Volusia County, FL                       ",   Mar-20  ,"262,320","246,970","15,350",5.9
 CN1212900000000 ,12,129," Wakulla County, FL                       ",   Mar-20  ,"15,717","15,006",711,4.5
 CN1213100000000 ,12,131," Walton County, FL                        ",   Mar-20  ,"32,897","31,408","1,489",4.5
 CN1213300000000 ,12,133," Washington County, FL                    ",   Mar-20  ,"9,980","9,437",543,5.4
 CN1300100000000 ,13,1," Appling County, GA                       ",   Mar-20  ,"9,349","8,988",361,3.9
 CN1300300000000 ,13,3," Atkinson County, GA                      ",   Mar-20  ,"4,479","4,330",149,3.3
 CN1300500000000 ,13,5," Bacon County, GA                         ",   Mar-20  ,"4,845","4,643",202,4.2
 CN1300700000000 ,13,7," Baker County, GA                         ",   Mar-20  ,"1,199","1,144",55,4.6
 CN1300900000000 ,13,9," Baldwin County, GA                       ",   Mar-20  ,"18,020","17,182",838,4.7
 CN1301100000000 ,13,11," Banks County, GA                         ",   Mar-20  ,"10,004","9,703",301,3
 CN1301300000000 ,13,13," Barrow County, GA                        ",   Mar-20  ,"41,649","40,417","1,232",3
 CN1301500000000 ,13,15," Bartow County, GA                        ",   Mar-20  ,"51,307","49,504","1,803",3.5
 CN1301700000000 ,13,17," Ben Hill County, GA                      ",   Mar-20  ,"5,557","5,242",315,5.7
 CN1301900000000 ,13,19," Berrien County, GA                       ",   Mar-20  ,"7,608","7,272",336,4.4
 CN1302100000000 ,13,21," Bibb County, GA                          ",   Mar-20  ,"68,414","65,570","2,844",4.2
 CN1302300000000 ,13,23," Bleckley County, GA                      ",   Mar-20  ,"4,685","4,439",246,5.3
 CN1302500000000 ,13,25," Brantley County, GA                      ",   Mar-20  ,"7,229","6,959",270,3.7
 CN1302700000000 ,13,27," Brooks County, GA                        ",   Mar-20  ,"7,076","6,785",291,4.1
 CN1302900000000 ,13,29," Bryan County, GA                         ",   Mar-20  ,"19,561","18,951",610,3.1
 CN1303100000000 ,13,31," Bulloch County, GA                       ",   Mar-20  ,"38,179","36,530","1,649",4.3
 CN1303300000000 ,13,33," Burke County, GA                         ",   Mar-20  ,"9,273","8,838",435,4.7
 CN1303500000000 ,13,35," Butts County, GA                         ",   Mar-20  ,"11,107","10,703",404,3.6
 CN1303700000000 ,13,37," Calhoun County, GA                       ",   Mar-20  ,"2,347","2,254",93,4
 CN1303900000000 ,13,39," Camden County, GA                        ",   Mar-20  ,"21,416","20,679",737,3.4
 CN1304300000000 ,13,43," Candler County, GA                       ",   Mar-20  ,"5,716","5,547",169,3
 CN1304500000000 ,13,45," Carroll County, GA                       ",   Mar-20  ,"56,239","54,120","2,119",3.8
 CN1304700000000 ,13,47," Catoosa County, GA                       ",   Mar-20  ,"33,639","32,680",959,2.9
 CN1304900000000 ,13,49," Charlton County, GA                      ",   Mar-20  ,"5,003","4,833",170,3.4
 CN1305100000000 ,13,51," Chatham County, GA                       ",   Mar-20  ,"144,250","138,926","5,324",3.7
 CN1305300000000 ,13,53," Chattahoochee County, GA                 ",   Mar-20  ,"2,074","1,976",98,4.7
 CN1305500000000 ,13,55," Chattooga County, GA                     ",   Mar-20  ,"9,971","9,509",462,4.6
 CN1305700000000 ,13,57," Cherokee County, GA                      ",   Mar-20  ,"138,205","134,270","3,935",2.8
 CN1305900000000 ,13,59," Clarke County, GA                        ",   Mar-20  ,"59,881","57,596","2,285",3.8
 CN1306100000000 ,13,61," Clay County, GA                          ",   Mar-20  ,887,831,56,6.3
 CN1306300000000 ,13,63," Clayton County, GA                       ",   Mar-20  ,"140,445","133,157","7,288",5.2
 CN1306500000000 ,13,65," Clinch County, GA                        ",   Mar-20  ,"2,994","2,889",105,3.5
 CN1306700000000 ,13,67," Cobb County, GA                          ",   Mar-20  ,"427,685","413,697","13,988",3.3
 CN1306900000000 ,13,69," Coffee County, GA                        ",   Mar-20  ,"18,971","18,110",861,4.5
 CN1307100000000 ,13,71," Colquitt County, GA                      ",   Mar-20  ,"22,135","21,336",799,3.6
 CN1307300000000 ,13,73," Columbia County, GA                      ",   Mar-20  ,"77,217","74,949","2,268",2.9
 CN1307500000000 ,13,75," Cook County, GA                          ",   Mar-20  ,"8,255","7,980",275,3.3
 CN1307700000000 ,13,77," Coweta County, GA                        ",   Mar-20  ,"76,097","73,686","2,411",3.2
 CN1307900000000 ,13,79," Crawford County, GA                      ",   Mar-20  ,"5,676","5,485",191,3.4
 CN1308100000000 ,13,81," Crisp County, GA                         ",   Mar-20  ,"9,690","9,220",470,4.9
 CN1308300000000 ,13,83," Dade County, GA                          ",   Mar-20  ,"8,114","7,865",249,3.1
 CN1308500000000 ,13,85," Dawson County, GA                        ",   Mar-20  ,"12,793","12,433",360,2.8
 CN1308700000000 ,13,87," Decatur County, GA                       ",   Mar-20  ,"11,563","11,144",419,3.6
 CN1308900000000 ,13,89," DeKalb County, GA                        ",   Mar-20  ,"402,981","386,586","16,395",4.1
 CN1309100000000 ,13,91," Dodge County, GA                         ",   Mar-20  ,"7,080","6,715",365,5.2
 CN1309300000000 ,13,93," Dooly County, GA                         ",   Mar-20  ,"5,002","4,798",204,4.1
 CN1309500000000 ,13,95," Dougherty County, GA                     ",   Mar-20  ,"38,230","36,327","1,903",5
 CN1309700000000 ,13,97," Douglas County, GA                       ",   Mar-20  ,"73,928","71,032","2,896",3.9
 CN1309900000000 ,13,99," Early County, GA                         ",   Mar-20  ,"4,504","4,309",195,4.3
 CN1310100000000 ,13,101," Echols County, GA                        ",   Mar-20  ,"1,978","1,919",59,3
 CN1310300000000 ,13,103," Effingham County, GA                     ",   Mar-20  ,"32,868","31,921",947,2.9
 CN1310500000000 ,13,105," Elbert County, GA                        ",   Mar-20  ,"8,120","7,766",354,4.4
 CN1310700000000 ,13,107," Emanuel County, GA                       ",   Mar-20  ,"8,524","8,070",454,5.3
 CN1310900000000 ,13,109," Evans County, GA                         ",   Mar-20  ,"5,037","4,846",191,3.8
 CN1311100000000 ,13,111," Fannin County, GA                        ",   Mar-20  ,"11,241","10,848",393,3.5
 CN1311300000000 ,13,113," Fayette County, GA                       ",   Mar-20  ,"58,601","56,692","1,909",3.3
 CN1311500000000 ,13,115," Floyd County, GA                         ",   Mar-20  ,"44,038","42,416","1,622",3.7
 CN1311700000000 ,13,117," Forsyth County, GA                       ",   Mar-20  ,"125,985","122,454","3,531",2.8
 CN1311900000000 ,13,119," Franklin County, GA                      ",   Mar-20  ,"10,217","9,797",420,4.1
 CN1312100000000 ,13,121," Fulton County, GA                        ",   Mar-20  ,"567,554","544,096","23,458",4.1
 CN1312300000000 ,13,123," Gilmer County, GA                        ",   Mar-20  ,"12,224","11,815",409,3.3
 CN1312500000000 ,13,125," Glascock County, GA                      ",   Mar-20  ,"1,296","1,247",49,3.8
 CN1312700000000 ,13,127," Glynn County, GA                         ",   Mar-20  ,"38,847","37,527","1,320",3.4
 CN1312900000000 ,13,129," Gordon County, GA                        ",   Mar-20  ,"28,873","27,963",910,3.2
 CN1313100000000 ,13,131," Grady County, GA                         ",   Mar-20  ,"10,903","10,562",341,3.1
 CN1313300000000 ,13,133," Greene County, GA                        ",   Mar-20  ,"7,170","6,879",291,4.1
 CN1313500000000 ,13,135," Gwinnett County, GA                      ",   Mar-20  ,"494,574","478,274","16,300",3.3
 CN1313700000000 ,13,137," Habersham County, GA                     ",   Mar-20  ,"19,422","18,704",718,3.7
 CN1313900000000 ,13,139," Hall County, GA                          ",   Mar-20  ,"104,362","101,487","2,875",2.8
 CN1314100000000 ,13,141," Hancock County, GA                       ",   Mar-20  ,"2,591","2,435",156,6
 CN1314300000000 ,13,143," Haralson County, GA                      ",   Mar-20  ,"12,681","12,220",461,3.6
 CN1314500000000 ,13,145," Harris County, GA                        ",   Mar-20  ,"17,167","16,657",510,3
 CN1314700000000 ,13,147," Hart County, GA                          ",   Mar-20  ,"11,556","11,086",470,4.1
 CN1314900000000 ,13,149," Heard County, GA                         ",   Mar-20  ,"5,285","5,093",192,3.6
 CN1315100000000 ,13,151," Henry County, GA                         ",   Mar-20  ,"118,121","113,550","4,571",3.9
 CN1315300000000 ,13,153," Houston County, GA                       ",   Mar-20  ,"72,148","69,763","2,385",3.3
 CN1315500000000 ,13,155," Irwin County, GA                         ",   Mar-20  ,"3,562","3,398",164,4.6
 CN1315700000000 ,13,157," Jackson County, GA                       ",   Mar-20  ,"39,672","38,570","1,102",2.8
 CN1315900000000 ,13,159," Jasper County, GA                        ",   Mar-20  ,"7,041","6,815",226,3.2
 CN1316100000000 ,13,161," Jeff Davis County, GA                    ",   Mar-20  ,"6,286","6,015",271,4.3
 CN1316300000000 ,13,163," Jefferson County, GA                     ",   Mar-20  ,"6,769","6,442",327,4.8
 CN1316500000000 ,13,165," Jenkins County, GA                       ",   Mar-20  ,"3,235","3,069",166,5.1
 CN1316700000000 ,13,167," Johnson County, GA                       ",   Mar-20  ,"4,054","3,897",157,3.9
 CN1316900000000 ,13,169," Jones County, GA                         ",   Mar-20  ,"13,835","13,394",441,3.2
 CN1317100000000 ,13,171," Lamar County, GA                         ",   Mar-20  ,"8,283","7,923",360,4.3
 CN1317300000000 ,13,173," Lanier County, GA                        ",   Mar-20  ,"3,827","3,675",152,4
 CN1317500000000 ,13,175," Laurens County, GA                       ",   Mar-20  ,"19,477","18,456","1,021",5.2
 CN1317700000000 ,13,177," Lee County, GA                           ",   Mar-20  ,"15,312","14,839",473,3.1
 CN1317900000000 ,13,179," Liberty County, GA                       ",   Mar-20  ,"26,256","25,229","1,027",3.9
 CN1318100000000 ,13,181," Lincoln County, GA                       ",   Mar-20  ,"3,628","3,489",139,3.8
 CN1318300000000 ,13,183," Long County, GA                          ",   Mar-20  ,"8,441","8,142",299,3.5
 CN1318500000000 ,13,185," Lowndes County, GA                       ",   Mar-20  ,"52,489","50,499","1,990",3.8
 CN1318700000000 ,13,187," Lumpkin County, GA                       ",   Mar-20  ,"17,170","16,624",546,3.2
 CN1318900000000 ,13,189," McDuffie County, GA                      ",   Mar-20  ,"8,890","8,439",451,5.1
 CN1319100000000 ,13,191," McIntosh County, GA                      ",   Mar-20  ,"6,148","5,926",222,3.6
 CN1319300000000 ,13,193," Macon County, GA                         ",   Mar-20  ,"4,751","4,519",232,4.9
 CN1319500000000 ,13,195," Madison County, GA                       ",   Mar-20  ,"13,426","12,992",434,3.2
 CN1319700000000 ,13,197," Marion County, GA                        ",   Mar-20  ,"3,340","3,198",142,4.3
 CN1319900000000 ,13,199," Meriwether County, GA                    ",   Mar-20  ,"8,947","8,550",397,4.4
 CN1320100000000 ,13,201," Miller County, GA                        ",   Mar-20  ,"2,922","2,797",125,4.3
 CN1320500000000 ,13,205," Mitchell County, GA                      ",   Mar-20  ,"8,656","8,252",404,4.7
 CN1320700000000 ,13,207," Monroe County, GA                        ",   Mar-20  ,"13,106","12,661",445,3.4
 CN1320900000000 ,13,209," Montgomery County, GA                    ",   Mar-20  ,"4,009","3,849",160,4
 CN1321100000000 ,13,211," Morgan County, GA                        ",   Mar-20  ,"9,461","9,162",299,3.2
 CN1321300000000 ,13,213," Murray County, GA                        ",   Mar-20  ,"15,659","14,944",715,4.6
 CN1321500000000 ,13,215," Muscogee County, GA                      ",   Mar-20  ,"78,722","75,239","3,483",4.4
 CN1321700000000 ,13,217," Newton County, GA                        ",   Mar-20  ,"53,441","51,184","2,257",4.2
 CN1321900000000 ,13,219," Oconee County, GA                        ",   Mar-20  ,"20,043","19,526",517,2.6
 CN1322100000000 ,13,221," Oglethorpe County, GA                    ",   Mar-20  ,"7,057","6,845",212,3
 CN1322300000000 ,13,223," Paulding County, GA                      ",   Mar-20  ,"88,502","85,732","2,770",3.1
 CN1322500000000 ,13,225," Peach County, GA                         ",   Mar-20  ,"12,061","11,589",472,3.9
 CN1322700000000 ,13,227," Pickens County, GA                       ",   Mar-20  ,"15,593","15,085",508,3.3
 CN1322900000000 ,13,229," Pierce County, GA                        ",   Mar-20  ,"8,736","8,465",271,3.1
 CN1323100000000 ,13,231," Pike County, GA                          ",   Mar-20  ,"9,074","8,773",301,3.3
 CN1323300000000 ,13,233," Polk County, GA                          ",   Mar-20  ,"18,701","17,981",720,3.9
 CN1323500000000 ,13,235," Pulaski County, GA                       ",   Mar-20  ,"4,125","3,971",154,3.7
 CN1323700000000 ,13,237," Putnam County, GA                        ",   Mar-20  ,"8,416","8,045",371,4.4
 CN1323900000000 ,13,239," Quitman County, GA                       ",   Mar-20  ,823,785,38,4.6
 CN1324100000000 ,13,241," Rabun County, GA                         ",   Mar-20  ,"7,287","7,013",274,3.8
 CN1324300000000 ,13,243," Randolph County, GA                      ",   Mar-20  ,"2,620","2,505",115,4.4
 CN1324500000000 ,13,245," Richmond County, GA                      ",   Mar-20  ,"86,664","82,813","3,851",4.4
 CN1324700000000 ,13,247," Rockdale County, GA                      ",   Mar-20  ,"45,075","43,152","1,923",4.3
 CN1324900000000 ,13,249," Schley County, GA                        ",   Mar-20  ,"2,235","2,158",77,3.4
 CN1325100000000 ,13,251," Screven County, GA                       ",   Mar-20  ,"5,167","4,913",254,4.9
 CN1325300000000 ,13,253," Seminole County, GA                      ",   Mar-20  ,"3,215","3,077",138,4.3
 CN1325500000000 ,13,255," Spalding County, GA                      ",   Mar-20  ,"29,076","27,768","1,308",4.5
 CN1325700000000 ,13,257," Stephens County, GA                      ",   Mar-20  ,"10,634","10,225",409,3.8
 CN1325900000000 ,13,259," Stewart County, GA                       ",   Mar-20  ,"2,564","2,460",104,4.1
 CN1326100000000 ,13,261," Sumter County, GA                        ",   Mar-20  ,"12,895","12,222",673,5.2
 CN1326300000000 ,13,263," Talbot County, GA                        ",   Mar-20  ,"2,799","2,694",105,3.8
 CN1326500000000 ,13,265," Taliaferro County, GA                    ",   Mar-20  ,537,508,29,5.4
 CN1326700000000 ,13,267," Tattnall County, GA                      ",   Mar-20  ,"10,074","9,679",395,3.9
 CN1326900000000 ,13,269," Taylor County, GA                        ",   Mar-20  ,"2,821","2,700",121,4.3
 CN1327100000000 ,13,271," Telfair County, GA                       ",   Mar-20  ,"3,893","3,532",361,9.3
 CN1327300000000 ,13,273," Terrell County, GA                       ",   Mar-20  ,"3,565","3,411",154,4.3
 CN1327500000000 ,13,275," Thomas County, GA                        ",   Mar-20  ,"17,359","16,669",690,4
 CN1327700000000 ,13,277," Tift County, GA                          ",   Mar-20  ,"20,849","20,138",711,3.4
 CN1327900000000 ,13,279," Toombs County, GA                        ",   Mar-20  ,"12,341","11,788",553,4.5
 CN1328100000000 ,13,281," Towns County, GA                         ",   Mar-20  ,"3,950","3,756",194,4.9
 CN1328300000000 ,13,283," Treutlen County, GA                      ",   Mar-20  ,"2,736","2,605",131,4.8
 CN1328500000000 ,13,285," Troup County, GA                         ",   Mar-20  ,"38,277","37,023","1,254",3.3
 CN1328700000000 ,13,287," Turner County, GA                        ",   Mar-20  ,"3,262","3,115",147,4.5
 CN1328900000000 ,13,289," Twiggs County, GA                        ",   Mar-20  ,"2,891","2,724",167,5.8
 CN1329100000000 ,13,291," Union County, GA                         ",   Mar-20  ,"10,582","10,249",333,3.1
 CN1329300000000 ,13,293," Upson County, GA                         ",   Mar-20  ,"11,655","11,208",447,3.8
 CN1329500000000 ,13,295," Walker County, GA                        ",   Mar-20  ,"31,503","30,507",996,3.2
 CN1329700000000 ,13,297," Walton County, GA                        ",   Mar-20  ,"46,647","45,109","1,538",3.3
 CN1329900000000 ,13,299," Ware County, GA                          ",   Mar-20  ,"15,656","15,059",597,3.8
 CN1330100000000 ,13,301," Warren County, GA                        ",   Mar-20  ,"2,658","2,537",121,4.6
 CN1330300000000 ,13,303," Washington County, GA                    ",   Mar-20  ,"7,078","6,783",295,4.2
 CN1330500000000 ,13,305," Wayne County, GA                         ",   Mar-20  ,"11,618","11,096",522,4.5
 CN1330700000000 ,13,307," Webster County, GA                       ",   Mar-20  ,"1,053","1,002",51,4.8
 CN1330900000000 ,13,309," Wheeler County, GA                       ",   Mar-20  ,"1,667","1,546",121,7.3
 CN1331100000000 ,13,311," White County, GA                         ",   Mar-20  ,"16,656","16,183",473,2.8
 CN1331300000000 ,13,313," Whitfield County, GA                     ",   Mar-20  ,"43,972","42,250","1,722",3.9
 CN1331500000000 ,13,315," Wilcox County, GA                        ",   Mar-20  ,"2,804","2,675",129,4.6
 CN1331700000000 ,13,317," Wilkes County, GA                        ",   Mar-20  ,"3,785","3,588",197,5.2
 CN1331900000000 ,13,319," Wilkinson County, GA                     ",   Mar-20  ,"3,887","3,741",146,3.8
 CN1332100000000 ,13,321," Worth County, GA                         ",   Mar-20  ,"9,238","8,835",403,4.4
 CN1500100000000 ,15,1," Hawaii County, HI                        ",   Mar-20  ,"91,621","89,195","2,426",2.6
 CN1500300000000 ,15,3," Honolulu County/city, HI                 ",   Mar-20  ,"455,618","446,492","9,126",2
 CN1500700000000 ,15,7," Kauai County, HI                         ",   Mar-20  ,"36,666","35,838",828,2.3
 CN1500900000000 ,15,9," Maui County, HI                          ",   Mar-20  ,"87,053","85,236","1,817",2.1
 CN1600100000000 ,16,1," Ada County, ID                           ",   Mar-20  ,"257,119","250,529","6,590",2.6
 CN1600300000000 ,16,3," Adams County, ID                         ",   Mar-20  ,"1,719","1,553",166,9.7
 CN1600500000000 ,16,5," Bannock County, ID                       ",   Mar-20  ,"42,712","41,350","1,362",3.2
 CN1600700000000 ,16,7," Bear Lake County, ID                     ",   Mar-20  ,"2,979","2,871",108,3.6
 CN1600900000000 ,16,9," Benewah County, ID                       ",   Mar-20  ,"4,096","3,751",345,8.4
 CN1601100000000 ,16,11," Bingham County, ID                       ",   Mar-20  ,"23,231","22,524",707,3
 CN1601300000000 ,16,13," Blaine County, ID                        ",   Mar-20  ,"12,689","12,247",442,3.5
 CN1601500000000 ,16,15," Boise County, ID                         ",   Mar-20  ,"3,620","3,411",209,5.8
 CN1601700000000 ,16,17," Bonner County, ID                        ",   Mar-20  ,"20,684","19,480","1,204",5.8
 CN1601900000000 ,16,19," Bonneville County, ID                    ",   Mar-20  ,"56,962","55,352","1,610",2.8
 CN1602100000000 ,16,21," Boundary County, ID                      ",   Mar-20  ,"5,373","5,026",347,6.5
 CN1602300000000 ,16,23," Butte County, ID                         ",   Mar-20  ,"1,339","1,306",33,2.5
 CN1602500000000 ,16,25," Camas County, ID                         ",   Mar-20  ,675,654,21,3.1
 CN1602700000000 ,16,27," Canyon County, ID                        ",   Mar-20  ,"105,505","102,004","3,501",3.3
 CN1602900000000 ,16,29," Caribou County, ID                       ",   Mar-20  ,"4,063","3,932",131,3.2
 CN1603100000000 ,16,31," Cassia County, ID                        ",   Mar-20  ,"11,952","11,645",307,2.6
 CN1603300000000 ,16,33," Clark County, ID                         ",   Mar-20  ,361,342,19,5.3
 CN1603500000000 ,16,35," Clearwater County, ID                    ",   Mar-20  ,"3,049","2,748",301,9.9
 CN1603700000000 ,16,37," Custer County, ID                        ",   Mar-20  ,"1,993","1,893",100,5
 CN1603900000000 ,16,39," Elmore County, ID                        ",   Mar-20  ,"11,585","11,162",423,3.7
 CN1604100000000 ,16,41," Franklin County, ID                      ",   Mar-20  ,"7,084","6,902",182,2.6
 CN1604300000000 ,16,43," Fremont County, ID                       ",   Mar-20  ,"7,871","7,625",246,3.1
 CN1604500000000 ,16,45," Gem County, ID                           ",   Mar-20  ,"8,382","8,065",317,3.8
 CN1604700000000 ,16,47," Gooding County, ID                       ",   Mar-20  ,"8,183","7,949",234,2.9
 CN1604900000000 ,16,49," Idaho County, ID                         ",   Mar-20  ,"6,499","6,112",387,6
 CN1605100000000 ,16,51," Jefferson County, ID                     ",   Mar-20  ,"13,785","13,416",369,2.7
 CN1605300000000 ,16,53," Jerome County, ID                        ",   Mar-20  ,"12,206","11,842",364,3
 CN1605500000000 ,16,55," Kootenai County, ID                      ",   Mar-20  ,"79,596","76,054","3,542",4.4
 CN1605700000000 ,16,57," Latah County, ID                         ",   Mar-20  ,"20,611","19,990",621,3
 CN1605900000000 ,16,59," Lemhi County, ID                         ",   Mar-20  ,"3,509","3,270",239,6.8
 CN1606100000000 ,16,61," Lewis County, ID                         ",   Mar-20  ,"1,591","1,474",117,7.4
 CN1606300000000 ,16,63," Lincoln County, ID                       ",   Mar-20  ,"2,668","2,541",127,4.8
 CN1606500000000 ,16,65," Madison County, ID                       ",   Mar-20  ,"22,589","22,157",432,1.9
 CN1606700000000 ,16,67," Minidoka County, ID                      ",   Mar-20  ,"11,306","10,991",315,2.8
 CN1606900000000 ,16,69," Nez Perce County, ID                     ",   Mar-20  ,"20,868","20,177",691,3.3
 CN1607100000000 ,16,71," Oneida County, ID                        ",   Mar-20  ,"2,350","2,271",79,3.4
